Score;Summary;Text
5;The best Tea ever Plantation Mint Yummm;This tea is the most pleasant tea you will ever drink as far as mint is concerned.  Frome the time you tear it open, to the time you add the water, you can smell the mint, and its soothing qualities begin to work their magic.
1;Compleats cheese & spinach ravioli - horrible taste;I can't believe this item was even approved by FDA. Maybe it was just this one packet - but it tasted like I was eating chemicals or something.
4;Very tasty spread - would definitely get it again.;We ordered two jars of the Amish spreads, which arrived today.<br />The seller packs carefully, and the jars arrived quickly and in fine shape.
5;Iams cat food, weight control;We are unable to find this product in very many stores.  We have a number of cats, some senior,regular adult and some younger.
5;A good after workout snack;I purchased these to snack on after my workouts. Now I find myself just snacking on them all the time!! They're really good and come in a variety of flavors.
4;A convenient source;When this product was unavailable in my town, I found Amazon to be a good source. THe product was as advertised and I would trade again.
4;eating healthy cost so much more;I am trying to eat a better diet. I am making smoothies at home with some items I had never heard of before.
5;fat freehot coca mix;I've been buying Nestle's fat free hot coca for years. When my market no longer carried it, someone suggested I try amazon.
3;"Yowsa! Schedule a dentist's visit before ""biting"" into one of these!";First of all, let me say the flavor is great. A bit of spice, nothing overwhelming, and a hint of pumpking, nothing overwhelming.
5;LOVE LOVE LOVE;I was first introduced to Bakery on Main at a local GF Food Fair. I am still in the learning stages of finding out more about being GF but I have a 2 year old that is Gluten Intolerant and I needed to find a snack food I could trust for her to eat.
4;Fluoride Content An Issue?;Not sure, but have been reading about Himalayan salt and apparently there is a high fluoride in this salt according to several reviews I've read, and that's not so good.  However, it looks very nice in my salt mill and tastes much better than Morton salt and I don't use it everyday.
5;Absolutely love it!;I was looking into ReishiMushroom and came across this brand of coffee that already has it mixed in!<br /><br />First of all I'm not much of a Coffee drinker..
5;Yes, I have an addiction.;"I call these ""Cheesee Poofs""  and yes I am adicted to them.<br />They are very hard to find, so ordering a box of 12 is WONDERFUL!<br /><br />They are the tastiest, bestest cheese fuffs available on the market."
5;Very tasty soup;This was a great base for vegetable soup.  You could easily add meat or other things but it was good just by itself.
4;Pretty good - but horrible price!;I agree with another reviewer.<br /><br />I ordered this from another site for $4.
5;So Good!;This cereal is great! I always try my little ones food before I give it to her. This tasted so good I eat it for breakfast now.
5;The Best;I have tried all the K-Cup coffee's and I always come back to this one, it sounds like a foo-foo drink but the aroma and taste make it a good cup of coffee anytime of day, and the price is right too.  I buy two fifty packs and that comes out to just a little over four cents for a twelve ounce cup of coffee.
1;Do NOT buy these;Despite the picture, these are NOT Philippine Brand mangoes but are a much-inferior Royal brand. Read the fine print.
2;Did not taste good;I have been looking for gum drops for a long time and was excited about getting these.  I was disappointed.
4;Stash Teas;I discovered Stash Teas with the receipt of a gift basket.  I was so impressed with the robust flavors and aromas that I searched out their product line and bought several larger boxes (100 bags per box0.
5;Yummy and sweeeeet;This syrup is used for my Key Lime Pie martini, which is awesome!  The product is very sweet and sugars up if saved for a long time after it is opened. I wish Monin would make a sugar free version of this flavor, but no luck yet.
5;About marantas and their care;I love marantas! Here I only rate them as house plants. I will rate the ones offered on Amazon when I purchase them.
3;The liver flavor is better;Neither of my dogs likes this flavor as much as the liver flavor. One of my dogs spits this cracker flavor out, while she will happily eat the liver crackers all day.
5;Probably not smart to order in the summertime;I love this product and have been ordering it for several months. Just got my latest order and the contents were melted and it had leaked all over the box.
5;Very tasty but not very Habanero-y;"This is one of my favorites in the Blue Diamond ""BOLD"" flavors line. There's a nice balance of heat vs sweet, and the saltiness isn't overwhelming."
4;Pineapple? No thanks.;The coconut water tastes good, it's like most other coconut waters on the market. Good coconut flavor, a little salty from the electrolytes, but overall pretty good.
3;Good product.  Too bad it doesn't agree with me.;I ordered the 3-pound bag of Nutiva 50% Protein Hemp Powder at the beginning of July.  I wanted to replace whey protein with hemp protein to cut down on processed foods for bodybuilding.
5;A Special Treat for Anyone, Especially for Dieters;Everyone has their own personal tastes, but to me this is a Wow. Why so? First I love the taste.
5;Tried them all but THESE ARE THE BEST!!!  (no nausea!);I LOVE this pills - that seems weird to say - but they're fantastic.  I started taking them to supplement my prenatal pills a long time ago after reading a ton of articles about how important DHA is to the brain development of your baby.
5;My favorite Earl Grey;I started ordering this packing last year to donate to my shul so we can have better tea at Kiddush.  The tea stays fresh in the packing, and it is the most economical way to purchase my favorite Earl Grey tea.
3;Sometimes, they will gluten you.;I love this company and what they are trying to do.  However, when I first got my celiac diagnosis, though, I got glutened by these.
5;Best Cracker - Bar None;I originally was attracted to this cracker because 3 of them are only 50 calories and 1/5 gram of saturated fat.  What I found was that they are delicious too.
5;Best out there;This is the only catnip my cats like. I have tried other kinds and not one of them shows a bit of interest and I have 5 cats.
5;Granola, Fruit and Nut;This is a great tasting granola.  It is good as a cereal or as a snack.
1;Mine came moldy...;The peppers were starting to mold in all 10 bags. Some were really bad.
3;Great Movie Which SCREAMS for a Special Edition DVD;I won't go into detail about the movie itself, which has been reviewed in much greater detail and much better than I can do at the moment (it is one of my all time favorite movies - 5 stars).  I'd like to focus on the DVD for a moment.
